,id,listing_url,name,host_name,host_location,host_is_superhost,host_neighborhood,host_has_profile_pic,street,neighborhood,city,suburb,state,zipcode,smart_location,country_code,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,guests_included,extra_people,minimum_nights,maximum_nights,avg_rainfall
288,908981,https://www.airbnb.com/rooms/908981,My Petite Room South Yarra  Botanic Gardens,Milo,"Melbourne, Victoria, Australia",t,South Yarra,t,"South Yarra, VIC, Australia",South Yarra,Melbourne,South Yarra,VIC,3141,"South Yarra, Australia",AU,Australia,-37.83781999,144.978864,House,Private room,1,1,1,1,Real Bed,75,,,0,1,0,7,60,337
291,911365,https://www.airbnb.com/rooms/911365,Carlton Gardens House,Jackie,"Kyneton, Victoria, Australia",t,Carlton,t,"Carlton, VIC, Australia",Carlton,Melbourne,Carlton,VIC,3053,"Carlton, Australia",AU,Australia,-37.80172664,144.9715586,House,Entire home/apt,6,2,3,3,Real Bed,343,2650,9000,400,6,20,1,1125,584
292,912966,https://www.airbnb.com/rooms/912966,The Perfect City Pad -Flinders Lane,Dione,"Melbourne, Victoria, Australia",f,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.81412071,144.9726911,Apartment,Entire home/apt,4,1,2,2,Real Bed,170,1400,4400,500,2,30,4,365,608
293,913004,https://www.airbnb.com/rooms/913004,The Penthouse Apt in the block!,Bill,"Malvern East, Victoria, Australia",f,Malvern East,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.8635449,144.9749495,Apartment,Entire home/apt,2,1,1,1,Real Bed,140,850,3150,250,2,0,2,365,365
295,921611,https://www.airbnb.com/rooms/921611,"Shop, Eat, and Stay in a Luxury Boutique Penthouse Apartment",Kim,"Torquay, Victoria, Australia",t,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.81530381,144.9666926,Apartment,Entire home/apt,5,1,1,1,Real Bed,190,,,0,2,50,3,365,511
296,926682,https://www.airbnb.com/rooms/926682,CBD Studio + Heated Rooftop Pool (I),John,"Melbourne, Victoria, Australia",t,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.80903135,144.964441,Apartment,Entire home/apt,2,1,1,1,Real Bed,119,760,2300,150,1,0,3,1125,667
298,930037,https://www.airbnb.com/rooms/930037,Villetta (Luxury Apartment),Andrea,"Melbourne, Victoria, Australia",t,Carlton,t,"Carlton, VIC, Australia",Carlton,Melbourne,Carlton,VIC,3053,"Carlton, Australia",AU,Australia,-37.79585364,144.9676917,House,Entire home/apt,4,2,2,3,Real Bed,145,900,,0,2,30,3,21,280
300,933044,https://www.airbnb.com/rooms/933044,"Spacious, Bright Apartment in CBD",Jennifer,"Victoria, Australia",t,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.81454533,144.9626686,Apartment,Entire home/apt,2,1,1,1,Real Bed,180,1100,,200,2,25,2,30,220
301,936283,https://www.airbnb.com/rooms/936283,"Location, Views and Style",Amanda,"South Melbourne, Victoria, Australia",f,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.86138507,144.9846011,Apartment,Entire home/apt,5,2,2,3,Real Bed,174,1295,4258,,4,20,3,1125,656
302,936302,https://www.airbnb.com/rooms/936302,Location and Bay Views,Amanda,"South Melbourne, Victoria, Australia",f,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.86038206,144.9833386,Apartment,Entire home/apt,5,2,2,3,Real Bed,174,1295,4258,,4,20,3,1125,506
306,944235,https://www.airbnb.com/rooms/944235,Bright Gertrude St Studio Apartment,William,"Fitzroy, Victoria, Australia",f,Collingwood/Fitzroy,t,"Fitzroy, VIC, Australia",Fitzroy,Yarra,Fitzroy,VIC,3065,"Fitzroy, Australia",AU,Australia,-37.80419603,144.9768016,Apartment,Entire home/apt,2,1,1,1,Real Bed,145,950,3600,,1,0,2,1125,554
308,948081,https://www.airbnb.com/rooms/948081,A cocoon in the heart of St Kilda,Lisa,"Melbourne, Victoria, Australia",f,St Kilda,t,"St Kilda, Vic, Australia",St Kilda,Port Phillip,St Kilda,Vic,3182,"St Kilda, Australia",AU,Australia,-37.86503826,144.9850016,Condominium,Private room,2,1,1,1,Real Bed,75,420,1700,,1,20,2,30,379
315,964490,https://www.airbnb.com/rooms/964490,Roof room,Nicholas,"Melbourne, Victoria, Australia",t,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.81558949,144.9678276,Guest suite,Entire home/apt,2,1,1,1,Real Bed,75,400,1200,0,1,0,1,1124,299
316,964548,https://www.airbnb.com/rooms/964548,Melb PenthouseApart.(2BR+WIFI+CARP),Alex,"South Yarra, Victoria, Australia",f,South Yarra,t,"Melbourne, VIC, Australia",South Yarra,Port Phillip,Melbourne,VIC,3004,"Melbourne, Australia",AU,Australia,-37.83577045,144.9746897,Apartment,Entire home/apt,6,1,2,5,Real Bed,169,1045,3895,199,5,14,2,90,309
326,986403,https://www.airbnb.com/rooms/986403,beach boulevard city skyline,Dorothy,"Melbourne, Victoria, Australia",t,St Kilda,t,"St Kilda West, VIC, Australia",St Kilda,Port Phillip,St Kilda West,VIC,3206,"St Kilda West, Australia",AU,Australia,-37.8578359,144.9682409,Apartment,Private room,2,1,1,1,Real Bed,109,545,1930,0,1,0,2,60,431
328,990795,https://www.airbnb.com/rooms/990795,19th Century Terrace with Ensuites,IanJ,"Carlton, Victoria, Australia",f,Carlton,t,"Carlton, VIC, Australia",Carlton,Melbourne,Carlton,VIC,3053,"Carlton, Australia",AU,Australia,-37.80147666,144.968771,Bed and breakfast,Private room,2,1,1,1,Real Bed,109,650,2400,,1,20,3,330,540
329,995402,https://www.airbnb.com/rooms/995402,A whole Apt in heart of St Kilda,Lisa,"Melbourne, Victoria, Australia",f,St Kilda,t,"St Kilda, Vic, Australia",St Kilda,Port Phillip,St Kilda,Vic,3182,"St Kilda, Australia",AU,Australia,-37.86458786,144.985593,Apartment,Entire home/apt,4,1,2,2,Real Bed,152,980,2800,,2,20,2,365,269
333,999115,https://www.airbnb.com/rooms/999115,Melbourne Funky Flinders Lane ❤️of the CBD,Karen,Australia,t,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.81621109,144.9634947,Apartment,Entire home/apt,2,1,1,1,Real Bed,145,915,3200,300,2,25,2,28,370
337,1002094,https://www.airbnb.com/rooms/1002094,Heart of the CBD,Jacqui And David,"Melbourne, Victoria, Australia",t,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.8105872,144.9718232,Apartment,Entire home/apt,2,1,1,1,Real Bed,170,850,3400,150,4,0,4,1125,255
338,1004260,https://www.airbnb.com/rooms/1004260,Apartment in Fitzroy Melbourne,Jonathan,"Melbourne, Victoria, Australia",f,Collingwood/Fitzroy,t,"Melbourne, VIC, Australia",Fitzroy,Yarra,Melbourne,VIC,3065,"Melbourne, Australia",AU,Australia,-37.80112778,144.9772566,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,900,3200,250,1,0,1,1125,285
339,1009526,https://www.airbnb.com/rooms/1009526,Central South Yarra Comfy Apartment,Peter And Pam,"South Yarra, Victoria, Australia",f,South Yarra,t,"South Yarra, VIC, Australia",South Yarra,Stonnington,South Yarra,VIC,3141,"South Yarra, Australia",AU,Australia,-37.8395962,145.0000674,Apartment,Private room,2,1,1,1,Real Bed,84,550,2300,,1,0,2,30,431
340,1009543,https://www.airbnb.com/rooms/1009543,Gem Apartments One Bedroom w Views,Kellie,"Melbourne, Victoria, Australia",f,Southbank,t,"Southbank, VIC, Australia",Southbank,Melbourne,Southbank,VIC,3006,"Southbank, Australia",AU,Australia,-37.82643523,144.9563379,Condominium,Entire home/apt,3,1,1,1,Real Bed,230,,,500,2,50,4,1125,402
341,1009577,https://www.airbnb.com/rooms/1009577,Best Melbourne Location - Carlton,Nadeen,"Carlton, Victoria, Australia",f,Carlton,t,"Carlton, VIC, Australia",Carlton,Melbourne,Carlton,VIC,3053,"Carlton, Australia",AU,Australia,-37.79993746,144.9676341,Hotel,Private room,2,1,1,1,Real Bed,87,,,0,1,10,1,1125,608
343,1012462,https://www.airbnb.com/rooms/1012462,"Honey Apt 1 – 2BR, 4 REAL BEDS - City Centre",Kirstin,"Victoria, Australia",t,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.81873578,144.962195,Apartment,Entire home/apt,5,1,3,3,Real Bed,217,1085,4388,200,1,20,5,1124,383
354,1061196,https://www.airbnb.com/rooms/1061196,Beautiful Fitzroy Getaway,Joanne,"Fitzroy, Victoria, Australia",f,Collingwood/Fitzroy,t,"Fitzroy, VIC, Australia",Fitzroy,Yarra,Fitzroy,VIC,3065,"Fitzroy, Australia",AU,Australia,-37.79909759,144.9819895,Bungalow,Entire home/apt,4,1,2,2,Real Bed,251,,,150,1,0,3,80,437
356,1064493,https://www.airbnb.com/rooms/1064493,Stylish St Kilda Studio (Brand New),Jack,"St Kilda, Victoria, Australia",f,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.86935193,144.979623,Apartment,Entire home/apt,2,1,0,1,Real Bed,96,700,2400,,1,0,1,1125,378
361,1077193,https://www.airbnb.com/rooms/1077193,"Honey Apt 2 – 2BR, 3 REAL BEDS – City Centre",Kirstin,"Victoria, Australia",t,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.81869916,144.962961,Apartment,Entire home/apt,4,1,2,3,Real Bed,198,985,3600,200,1,20,5,1111,534
364,1090065,https://www.airbnb.com/rooms/1090065,Sophisticated 2 Bedroom City Apt,Kellie,"Melbourne, Victoria, Australia",f,Southbank,t,"Southbank, VIC, Australia",Southbank,Melbourne,Southbank,Victoria,3006,"Southbank, Australia",AU,Australia,-37.82491076,144.9573546,Condominium,Entire home/apt,5,2,2,3,Real Bed,289,,,500,4,50,4,1124,325
365,1091282,https://www.airbnb.com/rooms/1091282,Melbourne City Warehouse Loft,Jacquie,"Coffs Harbour, New South Wales, Australia",t,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.81904905,144.9601184,Apartment,Entire home/apt,4,2,2,4,Real Bed,251,1700,,500,2,50,2,14,486
366,1093015,https://www.airbnb.com/rooms/1093015,Bright apartment in vibrant Fitzroy,Kate And Has,"Melbourne, Victoria, Australia",t,Collingwood/Fitzroy,t,"Fitzroy, VIC, Australia",Fitzroy,Yarra,Fitzroy,VIC,3065,"Fitzroy, Australia",AU,Australia,-37.80579191,144.9782208,Apartment,Entire home/apt,2,1,1,1,Real Bed,130,820,3000,0,1,0,2,1124,286
374,1127751,https://www.airbnb.com/rooms/1127751,St Kilda Chalet: Private & Romantic,Vicki,"St Kilda, Victoria, Australia",t,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.86598405,144.9823435,House,Entire home/apt,4,1,1,1,Real Bed,125,,,250,2,20,3,1124,582
375,1135875,https://www.airbnb.com/rooms/1135875,Southbank with Breathtaking Views,Mark & Mike,"Southbank, Victoria, Australia",t,Southbank,t,"Southbank, VIC, Australia",Southbank,Melbourne,Southbank,VIC,3006,"Southbank, Australia",AU,Australia,-37.82441084,144.966332,Apartment,Private room,2,1,1,1,Real Bed,89,595,,0,1,8,2,14,459
376,1138262,https://www.airbnb.com/rooms/1138262,Paradise in the Heart of St Kilda,Sue,"St Kilda, Victoria, Australia",f,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.86114796,144.9780139,Townhouse,Entire home/apt,6,2.5,2,2,Real Bed,500,500,1800,,1,0,3,14,419
380,1157835,https://www.airbnb.com/rooms/1157835,Melbourne Tower  Apartment,Ines,"Melbourne, Victoria, Australia",t,Docklands,t,"Southbank, VIC, Australia",Southbank,Melbourne,Southbank,VIC,3006,"Southbank, Australia",AU,Australia,-37.82478626,144.9616289,Condominium,Entire home/apt,6,2,2,5,Real Bed,251,,,300,4,10,4,60,426
381,1160278,https://www.airbnb.com/rooms/1160278,Luxury Warehouse St Kilda w Rooftop,Melanie,"Melbourne, Victoria, Australia",f,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.8660135,144.9871556,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,195,1200,6501,500,1,0,20,60,578
383,1175222,https://www.airbnb.com/rooms/1175222,Central Haven - entire apartment!,Sarah,"Melbourne, Victoria, Australia",f,Carlton,t,"Carlton, VIC, Australia",Carlton,Melbourne,Carlton,VIC,3053,"Carlton, Australia",AU,Australia,-37.80075437,144.9640606,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,880,,120,2,0,10,600,643
386,1184360,https://www.airbnb.com/rooms/1184360,Melbourne rental - full of charm,Tom Worsnop,AU,f,,t,"Travancore, VIC, Australia",Brunswick,Moonee Valley,Travancore,VIC,3032,"Travancore, Australia",AU,Australia,-37.78167117,144.9356837,Apartment,Entire home/apt,2,,1,1,Real Bed,96,595,2295,,1,0,14,1125,493
388,1192689,https://www.airbnb.com/rooms/1192689,St Kilda Beach 4 Bedrm Modern Home,Eva,"Amsterdam, Noord-Holland, The Netherlands",f,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.86547056,144.9773229,House,Entire home/apt,8,2,4,5,Real Bed,400,2500,8000,1000,4,50,4,365,530
389,1195462,https://www.airbnb.com/rooms/1195462,Beautiful Artists Home in Fitzroy,Linterna Magica,"Melbourne, Victoria, Australia",t,Collingwood/Fitzroy,t,"Fitzroy, VIC, Australia",Fitzroy,Yarra,Fitzroy,VIC,3065,"Fitzroy, Australia",AU,Australia,-37.80343071,144.9780786,House,Private room,1,1,1,1,Real Bed,65,440,1450,,1,0,5,36,526
396,1234561,https://www.airbnb.com/rooms/1234561,Great people and awesome location,Shannon,"Melbourne, Victoria, Australia",f,,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,Victoria,3182,"St Kilda, Australia",AU,Australia,-37.85871914,144.9910187,House,Private room,1,1,1,1,Real Bed,50,330,,0,1,15,2,1125,588
397,1237261,https://www.airbnb.com/rooms/1237261,Sunny Art Deco Apartment wifi,Bronwyn,"South Yarra, Victoria, Australia",t,South Yarra,t,"South Yarra, VIC, Australia",South Yarra,Stonnington,South Yarra,VIC,3141,"South Yarra, Australia",AU,Australia,-37.8310458,144.9885196,Apartment,Entire home/apt,2,1,1,1,Real Bed,109,720,2200,250,1,0,1,180,216
403,1265947,https://www.airbnb.com/rooms/1265947,StayCentral Catani 1 beach shops trams restaurants,Chris,"Melbourne, Victoria, Australia",t,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.86377456,144.9741822,Apartment,Entire home/apt,5,1,1,1,Real Bed,147,,,0,2,21,3,365,300
405,1271310,https://www.airbnb.com/rooms/1271310,Stunning Victorian 1 Brm Apartment,Jonathan,"Melbourne, Victoria, Australia",f,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.85771609,144.986269,Apartment,Entire home/apt,2,1,1,1,Real Bed,89,665,2889,500,2,0,3,365,402
406,1273572,https://www.airbnb.com/rooms/1273572,"Modern, bright 3BR townhouse",Polly & Daniel,"Brunswick East, Victoria, Australia",f,Brunswick,t,"Brunswick East, VIC, Australia",Brunswick,Moreland,Brunswick East,VIC,3057,"Brunswick East, Australia",AU,Australia,-37.76916271,144.9794222,House,Entire home/apt,7,2,3,5,Real Bed,251,,,,3,30,1,365,269
408,1273768,https://www.airbnb.com/rooms/1273768,Monthly Rental close to CBD,Alex,"Melbourne, Victoria, Australia",f,Collingwood/Fitzroy,t,"Fitzroy, VIC, Australia",Fitzroy,Yarra,Fitzroy,VIC,3065,"Fitzroy, Australia",AU,Australia,-37.80698378,144.9803136,Apartment,Entire home/apt,2,1,1,1,Real Bed,86,600,2245,300,1,0,14,1125,534
415,1305838,https://www.airbnb.com/rooms/1305838,Master Bed +Private Bath | Large Apt | Pool & Gym,Mandy,"Melbourne, Victoria, Australia",f,Southbank,t,"Southbank, VIC, Australia",Southbank,Melbourne,Southbank,VIC,3006,"Southbank, Australia",AU,Australia,-37.82955171,144.9669975,Apartment,Private room,2,2,2,2,Real Bed,90,520,2100,0,1,0,4,65,327
423,1328207,https://www.airbnb.com/rooms/1328207,inner city 1br with car space,Jenny,"Melbourne, Victoria, Australia",t,Brunswick,t,"Brunswick East, Melbourne, VIC, Australia",Brunswick,Moreland,"Brunswick East, Melbourne",VIC,3057,"Brunswick East, Melbourne, Australia",AU,Australia,-37.77820308,144.9673987,Condominium,Entire home/apt,2,1,1,1,Real Bed,105,,,,1,0,3,60,340
427,1349937,https://www.airbnb.com/rooms/1349937,SouthYarra SkyHigh(2br+WIFI+CARP),Alex,"South Yarra, Victoria, Australia",f,South Yarra,t,"South Yarra, VIC, Australia",South Yarra,Stonnington,South Yarra,VIC,3141,"South Yarra, Australia",AU,Australia,-37.83771931,144.9962225,Apartment,Entire home/apt,6,1,2,4,Real Bed,190,1045,3995,149,4,14,2,90,210
432,1360924,https://www.airbnb.com/rooms/1360924,Modern and convenient,Mark,"Melbourne, Victoria, Australia",f,St Kilda,t,"Saint Kilda, VIC, Australia",St Kilda,Port Phillip,Saint Kilda,VIC,3182,"Saint Kilda, Australia",AU,Australia,-37.86192671,144.9843392,Apartment,Private room,2,1,1,1,Real Bed,120,,,500,1,20,2,1125,534
433,1361329,https://www.airbnb.com/rooms/1361329,SouthYarra RTop(WIFI+CarP+2br2bath),Alex,"South Yarra, Victoria, Australia",f,South Yarra,t,"South Yarra, VIC, Australia",South Yarra,Stonnington,South Yarra,VIC,3141,"South Yarra, Australia",AU,Australia,-37.83920263,144.9939084,Apartment,Entire home/apt,8,2,2,4,Real Bed,169,1045,3795,149,5,19,3,365,623
435,1378655,https://www.airbnb.com/rooms/1378655,Carlton. Comfy. Check it out,Alister,"Melbourne, Victoria, Australia",f,Carlton,t,"Carlton, VIC, Australia",Carlton,Melbourne,Carlton,VIC,3053,"Carlton, Australia",AU,Australia,-37.79430556,144.9727308,Townhouse,Private room,2,1,1,1,Real Bed,60,350,1500,,1,20,2,28,325
436,1378758,https://www.airbnb.com/rooms/1378758,Private Bedroom in a 2br house in St Kilda,Carolina,"Victoria, Australia",f,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.86218943,144.9889195,House,Private room,1,1,1,1,Real Bed,79,450,,,1,40,1,1125,281
445,1434853,https://www.airbnb.com/rooms/1434853,In the heart of Melbourne,Linda,AU,f,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.81054842,144.9703239,Apartment,Entire home/apt,3,2,2,2,Real Bed,180,1120,4000,,1,0,2,1125,591
446,1447595,https://www.airbnb.com/rooms/1447595,"Large Private Rooftop Terrace, CBD",Coco,"Melbourne, Victoria, Australia",t,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.81356055,144.9615517,Apartment,Entire home/apt,2,1,1,1,Real Bed,168,1050,3850,150,1,0,3,1125,582
453,1490980,https://www.airbnb.com/rooms/1490980,Flat in Fitzroy,Sander,"Melbourne, Victoria, Australia",t,Collingwood/Fitzroy,t,"Fitzroy, VIC, Australia",Fitzroy,Yarra,Fitzroy,VIC,3065,"Fitzroy, Australia",AU,Australia,-37.80171278,144.9747864,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,720,2800,,1,0,2,1125,685
454,1494540,https://www.airbnb.com/rooms/1494540,Beautiful 'Paris End' CBD Apartment,Greg,South Gippsland,t,,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.80963514,144.9729522,Apartment,Entire home/apt,3,1,1,2,Real Bed,136,,,150,1,0,3,365,382
455,1497122,https://www.airbnb.com/rooms/1497122,"Collins St, Melbourne",Robert,"Melbourne, Victoria, Australia",f,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.81783248,144.960963,Apartment,Entire home/apt,2,1,1,2,Real Bed,120,700,2500,,1,0,1,1125,471
458,1500598,https://www.airbnb.com/rooms/1500598,South Yarra Luxury Apartment,J,"Melbourne, Victoria, Australia",f,South Yarra,t,"South Yarra, VIC, Australia",South Yarra,Stonnington,South Yarra,VIC,3141,"South Yarra, Australia",AU,Australia,-37.8369632,144.9936816,Condominium,Entire home/apt,4,1,2,2,Real Bed,155,1015,3500,300,2,15,2,1125,357
459,1504584,https://www.airbnb.com/rooms/1504584,Gorgeous house in heart of Fitzroy,Nicole,"Fitzroy, Victoria, Australia",f,Collingwood/Fitzroy,t,"Fitzroy, VIC, Australia",Fitzroy,Yarra,Fitzroy,VIC,3065,"Fitzroy, Australia",AU,Australia,-37.79754397,144.9769531,House,Entire home/apt,6,1,2,3,Real Bed,251,,,250,4,15,1,20,263
470,1547261,https://www.airbnb.com/rooms/1547261,Inner-city stylish Brunswick apt,Frances,"Melbourne, Victoria, Australia",t,,t,"Brunswick, VIC, Australia",Brunswick,Moreland,Brunswick,VIC,3056,"Brunswick, Australia",AU,Australia,-37.77230153,144.9602611,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,775,2850,0,1,0,3,365,306
471,1557274,https://www.airbnb.com/rooms/1557274,Modern & Compact 1930s Art Deco 1BR Apartment,Efisia,"Melbourne, Victoria, Australia",f,South Yarra,t,"South Yarra, VIC, Australia",South Yarra,Stonnington,South Yarra,VIC,3141,"South Yarra, Australia",AU,Australia,-37.83283538,144.9882834,Apartment,Entire home/apt,2,1,1,1,Real Bed,109,915,3860,200,1,0,2,1125,366
472,1557846,https://www.airbnb.com/rooms/1557846,St Kilda Cottage - Spacious home,Janine,AU,f,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.86776464,144.9830469,House,Entire home/apt,6,1,3,4,Real Bed,251,1300,4000,,6,30,5,365,548
473,1558434,https://www.airbnb.com/rooms/1558434,Art Deco Studio Apartment,Michael,"Melbourne, Victoria, Australia",f,Carlton,t,"Fitzroy, VIC, Australia",Carlton,Melbourne,Fitzroy,VIC,3065,"Fitzroy, Australia",AU,Australia,-37.8009096,144.9732085,Apartment,Entire home/apt,2,1,0,1,Real Bed,109,800,,,1,0,2,1125,279
474,1568136,https://www.airbnb.com/rooms/1568136,South Yarra -  Amazing City Views,Kirsten,"Menzies Creek, Victoria, Australia",t,,t,"South Yarra, VIC, Australia",South Yarra,Stonnington,South Yarra,VIC,3141,"South Yarra, Australia",AU,Australia,-37.83903596,144.9930299,Apartment,Entire home/apt,4,2,2,3,Real Bed,169,1135,4750,300,1,0,2,1125,227
475,1570830,https://www.airbnb.com/rooms/1570830,NY style rooftop apartment,Chris,"St Kilda, Victoria, Australia",f,,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.85831272,144.9794157,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,700,,0,1,0,2,1125,516
480,1584385,https://www.airbnb.com/rooms/1584385,"Stylish modern 2BR, Brunswick East",Polly & Daniel,"Brunswick East, Victoria, Australia",f,Brunswick,t,"Brunswick East, VIC, Australia",Brunswick,Moreland,Brunswick East,VIC,3057,"Brunswick East, Australia",AU,Australia,-37.77103862,144.9789103,House,Private room,5,1,1,4,Real Bed,90,642,2000,,2,30,1,1125,642
483,1595093,https://www.airbnb.com/rooms/1595093,Blue-Fin St Kilda Beach Apartment,Cara,"Melbourne, Victoria, Australia",f,St Kilda,t,"Saint Kilda, VIC, Australia",St Kilda,Port Phillip,Saint Kilda,VIC,3182,"Saint Kilda, Australia",AU,Australia,-37.87024298,144.9762542,Apartment,Private room,2,1,1,1,Real Bed,80,,,132,2,15,2,1125,351
484,1602671,https://www.airbnb.com/rooms/1602671,"Local Laneway Living - stay with me  Wifi, netflix",Penny,"Victoria, Australia",f,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.81600297,144.9565721,Apartment,Shared room,2,1.5,1,1,Pull-out Sofa,46,,,0,1,18,2,12,683
486,1603051,https://www.airbnb.com/rooms/1603051,NY Style Loft in Melbourne CBD (FREE Parking),Jared SSP,"Melbourne, Victoria, Australia",f,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.80754427,144.9667071,Loft,Entire home/apt,3,1,1,1,Real Bed,129,839,3649,199,2,0,1,1124,501
499,1641871,https://www.airbnb.com/rooms/1641871,"StayCentral Tuscany - spacious, central yet quiet",Chris,"Melbourne, Victoria, Australia",t,St Kilda,t,"Saint Kilda, VIC, Australia",St Kilda,Port Phillip,Saint Kilda,VIC,3182,"Saint Kilda, Australia",AU,Australia,-37.85954072,144.9779454,Apartment,Entire home/apt,5,1,1,1,Real Bed,163,1344,4872,500,2,25,3,365,637
500,1646891,https://www.airbnb.com/rooms/1646891,StayCentral: Bayviews king bed pool tennis Netflix,Chris,"Melbourne, Victoria, Australia",t,St Kilda,t,"Southbank, VIC, Australia",Southbank,Melbourne,Southbank,VIC,3006,"Southbank, Australia",AU,Australia,-37.82489602,144.961644,Apartment,Entire home/apt,5,1,1,1,Real Bed,166,,,0,2,21,3,365,589
501,1652186,https://www.airbnb.com/rooms/1652186,Charming Large Apartment in the Best City Location,Melanie,"Victoria, Australia",t,Central Business District,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000,"Melbourne, Australia",AU,Australia,-37.81624737,144.9688052,Apartment,Entire home/apt,8,1,2,5,Real Bed,174,,,500,4,29,2,60,373
502,1653231,https://www.airbnb.com/rooms/1653231,Spacious sunny beachside bedsit.,Gabrielle,"Melbourne, Victoria, Australia",f,St Kilda,t,"St Kilda, VIC, Australia",St Kilda,Port Phillip,St Kilda,VIC,3182,"St Kilda, Australia",AU,Australia,-37.8742337,144.978287,House,Private room,3,1,1,3,Real Bed,60,450,1500,150,1,25,2,14,273
